Group #,B,P,C,X,N,Exec Time (s),PNG Signature,Width,Height,IHDR CRC,IDAT Length,IDAT 100th Byte,IDAT 200th Byte,IDAT 300th Byte,IDAT 400th Byte,IDAT CRC,IEND,Passed # (/11),Score (/15),B,P,C,X,N,Exec Time (s),PNG Signature,Width,Height,IHDR CRC,IDAT Length,IDAT 100th Byte,IDAT 200th Byte,IDAT 300th Byte,IDAT 400th Byte,IDAT CRC,IEND,Passed # (/11),Score (/15),B,P,C,X,N,Exec Time (s),PNG Signature,Width,Height,IHDR CRC,IDAT Length,IDAT 100th Byte,IDAT 200th Byte,IDAT 300th Byte,IDAT 400th Byte,IDAT CRC,IEND,Passed # (/11),Score (/15),B,P,C,X,N,Exec Time (s),PNG Signature,Width,Height,IHDR CRC,IDAT Length,IDAT 100th Byte,IDAT 200th Byte,IDAT 300th Byte,IDAT 400th Byte,IDAT CRC,IEND,Passed # (/11),Score (/15),B,P,C,X,N,Exec Time (s),PNG Signature,Width,Height,IHDR CRC,IDAT Length,IDAT 100th Byte,IDAT 200th Byte,IDAT 300th Byte,IDAT 400th Byte,IDAT CRC,IEND,Passed # (/11),Score (/15),Test Cases Combined (/75),Memory Check (/10),Total (/85),Total (/100),Possible Error
g11,10,5,10,0,1,2.12722826004028,1,1,1,1,1,1,1,1,1,1,1,11,15,5,5,5,200,1,4.13659715652465,1,1,1,1,1,1,1,1,1,1,1,11,15,10,10,1,200,1,10.3135986328125,1,1,1,1,1,1,1,1,1,1,1,11,15,10,1,1,400,1,20.2668976783752,1,1,1,1,1,1,1,1,1,1,1,11,15,10,10,5,400,1,4.28428387641906,1,1,1,1,1,1,1,1,1,1,1,11,15,75,10,85,100,
